CHAR_BIT,SIZE_MAX,STDC_VERSION,actual_classification,api_or_helper,c_language_mode,case_id,column_count,compile_exit_code,compile_flags,compiler_target,destination_bytes_after,destination_bytes_before,destination_length,destination_offset,destination_pointer_category,elapsed_time,element_count,element_size,expected_classification,failure_reason,feature_values,fill_byte,first_differing_offset,guard_status,language_standard_scope,libc_function_called,local_output_bytes,method,model_agreement,model_output_bytes,n3322_status,narrow_local_conclusion,negative_zero_signbit,normalized_comparison_sign,overflow_status,platform,python_executable,python_version,ranges_identical,ranges_overlap,raw_comparison_result,raw_feature_bytes,requested_byte_count,returned_pointer_relationship,row_count,sanitization_applied,sizeof_char,sizeof_size_t,sizeof_void_p,skip_reason,source_bytes_after,source_bytes_before,source_length,source_offset,source_pointer_category,stable_input_hash,stable_output_hash,zig_cc_version,zig_executable,zig_version
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,nonzero_null_rejection_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_memory_api,c11,nonzero_null_rejection_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,expected_error,exercise_guarded_policy,c11,nonzero_null_rejection_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,expected_error,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",all 5 rejected (C),,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,enumerate_copy_model,c11,nonzero_null_rejection_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,ml_context_observation,c11,nonzero_null_rejection_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,memcpy_nonoverlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_memory_api,c11,memcpy_nonoverlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",ok,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_guarded_policy,c11,memcpy_nonoverlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,enumerate_copy_model,c11,memcpy_nonoverlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html",all 9 match C evidence,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,ml_context_observation,c11,memcpy_nonoverlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,memmove_forward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_memory_api,c11,memmove_forward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",ok,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_guarded_policy,c11,memmove_forward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,enumerate_copy_model,c11,memmove_forward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html","forward ok, matches C",,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,ml_context_observation,c11,memmove_forward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,memmove_backward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_memory_api,c11,memmove_backward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",ok,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_guarded_policy,c11,memmove_backward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,enumerate_copy_model,c11,memmove_backward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html","backward ok, matches C",,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,ml_context_observation,c11,memmove_backward_overlap_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,overlap_not_memcpy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_memory_api,c11,overlap_not_memcpy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_guarded_policy,c11,overlap_not_memcpy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",policy memmove,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,enumerate_copy_model,c11,overlap_not_memcpy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,ml_context_observation,c11,overlap_not_memcpy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,memcmp_length_and_sign_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_memory_api,c11,memcmp_length_and_sign_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",ok,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_guarded_policy,c11,memcmp_length_and_sign_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,enumerate_copy_model,c11,memcmp_length_and_sign_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html","signs ok, matches C",,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,ml_context_observation,c11,memcmp_length_and_sign_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,empty_slice_concat_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_memory_api,c11,empty_slice_concat_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_guarded_policy,c11,empty_slice_concat_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",concat ok (C),,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,enumerate_copy_model,c11,empty_slice_concat_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,ml_context_observation,c11,empty_slice_concat_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,pass,,,,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",empty slices ML-adjacent (C),,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,fixed_feature_row_copy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,4,4,not_applicable,,"[0.25,-0.0,1.5,2]",,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,True,,,linux,/usr/bin/python3,3.12.3,,,,00 00 80 3e 00 00 00 80 00 00 c0 3f 00 00 00 40,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_memory_api,c11,fixed_feature_row_copy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,4,4,pass,,"[0.25,-0.0,1.5,2]",,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",ok,True,,,linux,/usr/bin/python3,3.12.3,,,,00 00 80 3e 00 00 00 80 00 00 c0 3f 00 00 00 40,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_guarded_policy,c11,fixed_feature_row_copy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,4,4,not_applicable,,"[0.25,-0.0,1.5,2]",,,,c11,,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,True,,,linux,/usr/bin/python3,3.12.3,,,,00 00 80 3e 00 00 00 80 00 00 c0 3f 00 00 00 40,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,enumerate_copy_model,c11,fixed_feature_row_copy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,4,4,not_applicable,,"[0.25,-0.0,1.5,2]",,,,c11,,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,True,,,linux,/usr/bin/python3,3.12.3,,,,00 00 80 3e 00 00 00 80 00 00 c0 3f 00 00 00 40,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,ml_context_observation,c11,fixed_feature_row_copy_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,4,4,pass,,"[0.25,-0.0,1.5,2]",,,,c11,,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",feature copy ok (C),True,,,linux,/usr/bin/python3,3.12.3,,,,00 00 80 3e 00 00 00 80 00 00 c0 3f 00 00 00 40,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,inspect_toolchain,c11,empty_feature_batch_marker,4,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,0,,not_applicable,,,,,0,c11,False,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,ok,linux,/usr/bin/python3,3.12.3,,,,,,,0,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_memory_api,c11,empty_feature_batch_marker,4,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,0,,not_applicable,,,,,0,c11,False,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,ok,linux,/usr/bin/python3,3.12.3,,,,,,,0,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,exercise_guarded_policy,c11,empty_feature_batch_marker,4,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,0,,pass,,,,,0,c11,False,,exercise_guarded_policy,,,"n3322 accepted direction for C2Y, check WG14 previous.html",empty+full batch ok (C),,,ok,linux,/usr/bin/python3,3.12.3,,,,,,,0,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,enumerate_copy_model,c11,empty_feature_batch_marker,4,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,0,,not_applicable,,,,,0,c11,False,,enumerate_copy_model,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,ok,linux,/usr/bin/python3,3.12.3,,,,,,,0,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,pass,ml_context_observation,c11,empty_feature_batch_marker,4,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,0,,pass,,,,,0,c11,False,,ml_context_observation,,,"n3322 accepted direction for C2Y, check WG14 previous.html",zero-row batch documented (C),,,ok,linux,/usr/bin/python3,3.12.3,,,,,,,0,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,context_only,inspect_toolchain,c11,c2y_scope_and_optimizer_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,context_only,,,,,,c11,,,inspect_toolchain,,,"n3322 accepted direction for C2Y, check WG14 previous.html",scope documentation,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
8,18446744073709551615,201112,not_applicable,exercise_memory_api,c11,c2y_scope_and_optimizer_marker,,0,-std=c11 -O2 -Wall -Wextra -Wpedantic -Werror,x86_64-unknown-linux-musl,,,,,,,,,not_applicable,,,,,,c11,,,exercise_memory_api,,,"n3322 accepted direction for C2Y, check WG14 previous.html",,,,,linux,/usr/bin/python3,3.12.3,,,,,,,,True,1,8,8,,,,,,,,,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),/portable-zig/.local/zig/zig,0.14.0
